,HINDEX_L1,Hour,CATEGORY
4385,3.0,20,"setting fires in nature and in landfills, burning grasses"
4386,2.0,20,unknown
4387,2.0,14,unknown
4388,3.0,20,unknown
4389,3.0,19,unknown
4390,3.0,15,cigarette butt
4391,4.0,10,unknown
4392,5.0,14,"setting fires in nature and in landfills, burning grasses"
4393,4.0,16,unknown
4394,3.0,20,unknown
4395,5.0,17,unknown
4396,6.0,20,unknown
4397,5.0,21,unknown
4398,4.0,10,"setting fires in nature and in landfills, burning grasses"
4399,6.0,14,unknown
4400,5.0,9,unknown
4401,3.0,17,unknown
4402,5.0,17,"setting fires in nature and in landfills, burning grasses"
4403,4.0,18,unknown
4404,6.0,14,cigarette butt
4405,5.0,17,"setting fires in nature and in landfills, burning grasses"
4406,4.0,12,cigarette butt
4407,4.0,18,match or lighter
4408,4.0,9,cigarette butt
4409,6.0,21,others
4410,4.0,14,match or lighter
4411,3.0,1,cigarette butt
4412,4.0,16,match or lighter
4413,4.0,13,match or lighter
4414,5.0,17,match or lighter
4415,3.0,19,match or lighter
4416,3.0,15,unknown
4417,5.0,16,unknown
4418,3.0,10,"setting fires in nature and in landfills, burning grasses"
4419,4.0,17,"setting fires in nature and in landfills, burning grasses"
4420,5.0,14,arson
4421,5.0,17,"setting fires in nature and in landfills, burning grasses"
4422,5.0,18,cigarette butt
4423,3.0,8,"setting fires in nature and in landfills, burning grasses"
4424,3.0,10,cigarette butt
4425,5.0,15,unknown
4426,6.0,17,"setting fires in nature and in landfills, burning grasses"
4427,6.0,16,unknown
4428,3.0,7,"setting fires in nature and in landfills, burning grasses"
4429,3.0,8,"setting fires in nature and in landfills, burning grasses"
4430,5.0,15,others
4431,4.0,17,match or lighter
4432,6.0,22,match or lighter
4433,3.0,15,match or lighter
4434,2.0,12,others
4435,2.0,10,others
4436,3.0,22,unknown
4437,3.0,0,"setting fires in nature and in landfills, burning grasses"
4438,3.0,10,arson
4439,3.0,14,unknown
4440,4.0,14,unknown
4441,4.0,19,cigarette butt
4442,3.0,4,cigarette butt
4443,5.0,19,others
4444,4.0,15,"setting fires in nature and in landfills, burning grasses"
4445,5.0,15,others
4446,3.0,16,match or lighter
4447,4.0,22,match or lighter
4448,3.0,13,unknown
4449,6.0,14,unknown
4450,5.0,16,others
4451,6.0,14,match or lighter
4452,5.0,17,arson
4453,2.0,11,unknown
4454,4.0,14,unknown
4455,4.0,12,unknown
4456,4.0,21,unknown
4457,4.0,21,match or lighter
4458,5.0,16,match or lighter
4459,3.0,19,unknown
4460,3.0,18,unknown
4461,4.0,16,unknown
4462,6.0,16,"setting fires in nature and in landfills, burning grasses"
4463,4.0,13,unknown
4464,4.0,19,unknown
4465,4.0,10,arson
4466,2.0,13,unknown
4467,5.0,18,others
4468,3.0,22,"setting fires in nature and in landfills, burning grasses"
4469,3.0,14,unknown
4470,5.0,20,cigarette butt
4471,4.0,19,match or lighter
4472,5.0,18,match or lighter
4473,5.0,14,unknown
4474,5.0,14,others
4475,4.0,14,match or lighter
4476,4.0,19,cigarette butt
4477,6.0,17,unknown
4478,4.0,21,unknown
4479,6.0,15,unknown
4480,5.0,17,"setting fires in nature and in landfills, burning grasses"
4481,6.0,14,others
4482,3.0,15,unknown
4483,3.0,11,unknown
4484,4.0,19,unknown
4485,3.0,15,unknown
4486,5.0,17,unknown
4487,4.0,17,unknown
4488,3.0,7,arson
4489,6.0,5,unknown
4490,5.0,22,cigarette butt
4491,5.0,20,match or lighter
4492,6.0,19,match or lighter
4493,5.0,12,match or lighter
4494,2.0,13,unknown
4495,5.0,13,unknown
4496,3.0,18,unknown
4497,3.0,15,unknown
4498,4.0,13,unknown
4499,4.0,13,unknown
4500,4.0,14,unknown
4501,4.0,14,unknown
4502,3.0,20,"setting fires in nature and in landfills, burning grasses"
4503,3.0,10,unknown
4504,3.0,9,unknown
4505,6.0,13,"setting fires in nature and in landfills, burning grasses"
4506,5.0,17,unknown
4507,6.0,14,"setting fires in nature and in landfills, burning grasses"
4508,3.0,10,others
4509,3.0,7,unknown
4510,4.0,15,"setting fires in nature and in landfills, burning grasses"
4511,5.0,15,unknown
4512,3.0,0,unknown
4513,5.0,13,"setting fires in nature and in landfills, burning grasses"
4514,3.0,11,unknown
4515,2.0,11,unknown
4516,3.0,17,unknown
4517,2.0,15,match or lighter
4518,5.0,22,others
4519,4.0,12,match or lighter
4520,2.0,12,unknown
4521,4.0,14,"setting fires in nature and in landfills, burning grasses"
4522,5.0,17,unknown
4523,3.0,10,unknown
4524,5.0,14,unknown
4525,3.0,10,unknown
4526,3.0,14,others
4527,2.0,16,others
4528,6.0,19,unknown
4529,5.0,16,unknown
4530,5.0,10,unknown
4531,5.0,10,unknown
4532,2.0,10,unknown
4533,2.0,18,unknown
4534,5.0,14,"setting fires in nature and in landfills, burning grasses"
4535,6.0,20,others
4536,4.0,14,unknown
4537,6.0,15,unknown
4538,5.0,14,arson
4539,3.0,11,others
4540,4.0,16,others
4541,4.0,10,match or lighter
4542,6.0,14,match or lighter
4543,5.0,18,others
4544,5.0,12,unknown
4545,3.0,16,unknown
4546,3.0,8,unknown
4547,5.0,20,unknown
4548,4.0,15,unknown
4549,4.0,20,unknown
4550,3.0,19,unknown
4551,5.0,11,unknown
4552,6.0,20,others
4553,4.0,11,unknown
4554,3.0,0,unknown
4555,5.0,17,unknown
4556,3.0,17,"setting fires in nature and in landfills, burning grasses"
4557,5.0,12,unknown
4558,3.0,18,unknown
4559,4.0,14,unknown
4560,4.0,15,unknown
4561,3.0,11,unknown
4562,4.0,12,others
4563,5.0,15,unknown
4564,4.0,17,unknown
4565,2.0,15,unknown
4566,4.0,17,unknown
4567,4.0,16,others
4568,4.0,9,unknown
4569,3.0,18,"setting fires in nature and in landfills, burning grasses"
4570,5.0,13,unknown
4571,2.0,17,"setting fires in nature and in landfills, burning grasses"
4572,3.0,16,"setting fires in nature and in landfills, burning grasses"
4573,3.0,17,unknown
4574,2.0,15,unknown
4575,3.0,8,unknown
4576,6.0,21,others
4577,5.0,11,unknown
4578,6.0,15,unknown
4579,5.0,17,match or lighter
4580,3.0,10,cigarette butt
4581,3.0,20,"setting fires in nature and in landfills, burning grasses"
4582,2.0,14,cigarette butt
4583,5.0,15,"setting fires in nature and in landfills, burning grasses"
4584,5.0,21,arson
4585,2.0,13,cigarette butt
4586,4.0,16,"setting fires in nature and in landfills, burning grasses"
4587,3.0,10,others
4588,2.0,23,others
4589,5.0,15,arson
4590,2.0,7,others
4591,4.0,9,cigarette butt
4592,5.0,11,"setting fires in nature and in landfills, burning grasses"
4593,2.0,15,cigarette butt
4594,3.0,10,cigarette butt
4595,3.0,17,cigarette butt
4596,3.0,13,unknown
4597,5.0,16,cigarette butt
4598,4.0,13,unknown
4599,3.0,12,cigarette butt
4600,2.0,3,others
4601,5.0,17,unknown
4602,3.0,9,"setting fires in nature and in landfills, burning grasses"
4603,5.0,13,match or lighter
4604,4.0,16,unknown
4605,4.0,16,"setting fires in nature and in landfills, burning grasses"
4606,3.0,14,"setting fires in nature and in landfills, burning grasses"
4607,3.0,15,unknown
4608,6.0,15,unknown
4609,5.0,12,unknown
4610,4.0,14,cigarette butt
4611,6.0,14,"setting fires in nature and in landfills, burning grasses"
4612,3.0,9,match or lighter
4613,5.0,17,unknown
4614,4.0,21,arson
4615,5.0,14,unknown
4616,5.0,15,"setting fires in nature and in landfills, burning grasses"
4617,6.0,13,unknown
4618,3.0,11,unknown
4619,3.0,15,match or lighter
4620,5.0,17,others
4621,3.0,10,unknown
4622,3.0,7,match or lighter
4623,4.0,23,cigarette butt
4624,4.0,14,cigarette butt
4625,6.0,16,match or lighter
4626,5.0,14,cigarette butt
4627,3.0,19,match or lighter
4628,3.0,22,arson
4629,5.0,17,unknown
4630,3.0,11,unknown
4631,5.0,20,unknown
4632,2.0,14,unknown
4633,4.0,22,"setting fires in nature and in landfills, burning grasses"
4634,4.0,8,unknown
4635,6.0,13,unknown
4636,3.0,14,"setting fires in nature and in landfills, burning grasses"
4637,6.0,15,cigarette butt
4638,4.0,14,arson
4639,4.0,13,match or lighter
4640,3.0,11,match or lighter
4641,4.0,18,match or lighter
4642,2.0,10,unknown
4643,5.0,14,match or lighter
4644,2.0,19,unknown
4645,5.0,19,unknown
4646,2.0,13,unknown
4647,2.0,13,unknown
4648,5.0,12,unknown
4649,4.0,12,unknown
4650,6.0,18,unknown
4651,5.0,17,unknown
4652,3.0,2,"setting fires in nature and in landfills, burning grasses"
4653,2.0,19,"setting fires in nature and in landfills, burning grasses"
4654,2.0,20,unknown
4655,3.0,18,"setting fires in nature and in landfills, burning grasses"
4656,6.0,15,unknown
4657,4.0,14,unknown
4658,2.0,10,unknown
4659,3.0,13,unknown
4660,3.0,15,"setting fires in nature and in landfills, burning grasses"
4661,3.0,13,others
4662,3.0,12,match or lighter
4663,4.0,14,unknown
4664,3.0,16,match or lighter
4665,3.0,3,match or lighter
4666,3.0,10,match or lighter
4667,2.0,8,match or lighter
4668,3.0,11,unknown
4669,4.0,17,unknown
4670,4.0,21,match or lighter
4671,3.0,7,"setting fires in nature and in landfills, burning grasses"
4672,3.0,23,others
4673,4.0,21,others
4674,4.0,0,unknown
4675,3.0,15,unknown
4676,3.0,17,"setting fires in nature and in landfills, burning grasses"
4677,3.0,20,unknown
4678,6.0,15,unknown
4679,6.0,20,cigarette butt
4680,6.0,14,unknown
4681,5.0,13,unknown
4682,6.0,17,unknown
4683,5.0,14,others
4684,5.0,17,unknown
4685,3.0,10,unknown
4686,4.0,14,unknown
4687,5.0,16,match or lighter
4688,5.0,16,match or lighter
4689,5.0,13,match or lighter
4690,5.0,15,others
4691,3.0,12,match or lighter
4692,5.0,17,match or lighter
4693,2.0,11,match or lighter
4694,2.0,14,cigarette butt
4695,2.0,1,match or lighter
4696,3.0,12,match or lighter
4697,3.0,21,match or lighter
4698,5.0,15,match or lighter
4699,3.0,18,match or lighter
4700,5.0,15,match or lighter
4701,6.0,14,match or lighter
4702,6.0,13,match or lighter
4703,6.0,15,others
4704,5.0,19,"setting fires in nature and in landfills, burning grasses"
4705,4.0,14,cigarette butt
4706,6.0,14,unknown
4707,6.0,13,cigarette butt
4708,2.0,9,unknown
4709,3.0,11,others
4710,3.0,10,match or lighter
4711,4.0,14,unknown
4712,5.0,16,unknown
4713,3.0,22,unknown
4714,4.0,19,unknown
4715,4.0,19,"setting fires in nature and in landfills, burning grasses"
4716,6.0,13,unknown
4717,3.0,14,unknown
4718,5.0,16,cigarette butt
4719,5.0,18,unknown
4720,5.0,18,match or lighter
4721,5.0,13,unknown
4722,5.0,13,unknown
4723,6.0,15,cigarette butt
4724,6.0,18,unknown
4725,6.0,14,unknown
4726,6.0,14,unknown
4727,2.0,10,"setting fires in nature and in landfills, burning grasses"
4728,5.0,16,unknown
4729,6.0,15,unknown
4730,3.0,23,unknown
4731,6.0,14,unknown
4732,4.0,14,"setting fires in nature and in landfills, burning grasses"
4733,3.0,11,unknown
4734,3.0,9,unknown
4735,5.0,14,unknown
4736,5.0,16,unknown
4737,5.0,16,unknown
4738,4.0,11,others
4739,6.0,16,unknown
4740,4.0,20,unknown
4741,6.0,15,unknown
4742,3.0,14,unknown
4743,3.0,12,unknown
4744,5.0,17,others
4745,5.0,20,unknown
4746,3.0,22,unknown
4747,3.0,8,unknown
4748,5.0,17,unknown
4749,4.0,15,match or lighter
4750,4.0,17,match or lighter
4751,3.0,12,unknown
4752,3.0,14,unknown
4753,5.0,16,"setting fires in nature and in landfills, burning grasses"
4754,3.0,15,unknown
4755,3.0,10,unknown
4756,3.0,14,"setting fires in nature and in landfills, burning grasses"
4757,4.0,21,unknown
4758,6.0,15,"setting fires in nature and in landfills, burning grasses"
4759,5.0,16,unknown
4760,3.0,15,match or lighter
4761,4.0,18,match or lighter
4762,3.0,17,others
4763,3.0,10,unknown
4764,5.0,13,unknown
4765,5.0,17,cigarette butt
4766,6.0,16,"setting fires in nature and in landfills, burning grasses"
4767,5.0,17,"setting fires in nature and in landfills, burning grasses"
4768,3.0,9,unknown
4769,5.0,14,unknown
4770,5.0,17,"setting fires in nature and in landfills, burning grasses"
4771,6.0,18,"setting fires in nature and in landfills, burning grasses"
4772,4.0,15,unknown
4773,3.0,10,unknown
4774,4.0,18,unknown
4775,4.0,13,unknown
4776,3.0,19,unknown
4777,3.0,15,lightning
4778,5.0,14,unknown
4779,4.0,7,unknown
4780,6.0,18,unknown
4781,3.0,10,unknown
4782,5.0,19,unknown
4783,6.0,19,unknown
4784,6.0,15,unknown
4785,5.0,18,unknown
4786,4.0,7,unknown
4787,2.0,9,others
4788,2.0,16,"setting fires in nature and in landfills, burning grasses"
4789,2.0,20,"setting fires in nature and in landfills, burning grasses"
4790,3.0,5,unknown
4791,3.0,5,unknown
4792,4.0,15,unknown
4793,4.0,16,unknown
4794,4.0,15,unknown
4795,4.0,10,unknown
4796,4.0,10,unknown
4797,4.0,22,unknown
4798,6.0,17,unknown
4799,5.0,10,unknown
4800,4.0,20,match or lighter
4801,4.0,15,others
4802,3.0,17,unknown
4803,4.0,15,unknown
4804,5.0,19,unknown
4805,5.0,18,unknown
4806,6.0,19,others
4807,2.0,11,unknown
4808,3.0,11,unknown
4809,3.0,21,"setting fires in nature and in landfills, burning grasses"
4810,4.0,15,unknown
4811,3.0,10,unknown
4812,3.0,10,"setting fires in nature and in landfills, burning grasses"
4813,5.0,13,"setting fires in nature and in landfills, burning grasses"
4814,2.0,9,unknown
4815,4.0,14,unknown
4816,4.0,12,unknown
4817,4.0,16,unknown
4818,3.0,14,unknown
4819,3.0,12,unknown
4820,3.0,11,unknown
4821,3.0,11,unknown
4822,5.0,17,unknown
4823,3.0,9,unknown
4824,3.0,17,unknown
4825,5.0,17,unknown
4826,5.0,14,unknown
4827,4.0,11,unknown
4828,5.0,14,unknown
4829,5.0,14,unknown
4830,3.0,10,unknown
4831,4.0,16,unknown
4832,3.0,16,unknown
4833,4.0,17,unknown
4834,5.0,0,unknown
4835,3.0,16,unknown
4836,5.0,14,unknown
4837,3.0,10,unknown
4838,3.0,17,"setting fires in nature and in landfills, burning grasses"
4839,3.0,15,unknown
4840,4.0,9,unknown
4841,3.0,20,unknown
4842,3.0,20,lightning
4843,4.0,17,unknown
4844,4.0,17,unknown
4845,5.0,14,unknown
4846,3.0,8,unknown
4847,3.0,15,unknown
4848,4.0,3,unknown
4849,5.0,14,unknown
4850,4.0,18,unknown
4851,4.0,14,unknown
4852,4.0,16,unknown
4853,3.0,14,others
4854,3.0,16,unknown
4855,2.0,16,unknown
4856,5.0,16,unknown
4857,4.0,10,unknown
4858,3.0,18,unknown
4859,4.0,15,unknown
4860,4.0,11,unknown
4861,3.0,22,unknown
4862,3.0,10,unknown
4863,4.0,20,arson
4864,3.0,15,unknown
4865,2.0,13,unknown
4866,2.0,22,unknown
4867,5.0,14,unknown
4868,4.0,14,unknown
4869,5.0,17,unknown
4870,5.0,14,others
4871,5.0,10,"setting fires in nature and in landfills, burning grasses"
4872,5.0,16,unknown
4873,3.0,22,unknown
4874,3.0,22,unknown
4875,4.0,10,others
4876,2.0,16,unknown
4877,4.0,14,lightning
4878,3.0,12,"setting fires in nature and in landfills, burning grasses"
4879,4.0,10,"setting fires in nature and in landfills, burning grasses"
4880,6.0,14,cigarette butt
4881,4.0,9,cigarette butt
4882,3.0,10,unknown
4883,2.0,11,unknown
4884,5.0,22,unknown
4885,5.0,10,cigarette butt
4886,4.0,14,cigarette butt
4887,5.0,16,"setting fires in nature and in landfills, burning grasses"
4888,3.0,16,unknown
4889,3.0,7,"setting fires in nature and in landfills, burning grasses"
4890,3.0,14,cigarette butt
4891,3.0,6,unknown
4892,4.0,14,unknown
4893,4.0,18,unknown
4894,3.0,14,"setting fires in nature and in landfills, burning grasses"
4895,4.0,12,others
4896,3.0,18,unknown
4897,6.0,16,match or lighter
4898,3.0,15,match or lighter
4899,5.0,15,unknown
4900,5.0,14,unknown
4901,4.0,14,unknown
4902,4.0,9,cigarette butt
4903,5.0,16,"setting fires in nature and in landfills, burning grasses"
4904,3.0,16,"setting fires in nature and in landfills, burning grasses"
4905,3.0,10,cigarette butt
4906,6.0,15,cigarette butt
4907,3.0,13,others
4908,2.0,9,unknown
4909,2.0,11,cigarette butt
4910,3.0,10,unknown
4911,5.0,23,"setting fires in nature and in landfills, burning grasses"
4912,3.0,16,match or lighter
4913,3.0,22,match or lighter
4914,4.0,15,match or lighter
4915,6.0,12,match or lighter
4916,3.0,16,"setting fires in nature and in landfills, burning grasses"
4917,3.0,8,unknown
4918,5.0,14,unknown
4919,5.0,15,"setting fires in nature and in landfills, burning grasses"
4920,2.0,10,cigarette butt
4921,4.0,15,cigarette butt
4922,4.0,12,"setting fires in nature and in landfills, burning grasses"
4923,2.0,15,cigarette butt
4924,3.0,19,cigarette butt
4925,3.0,19,cigarette butt
4926,5.0,16,arson
4927,2.0,16,"setting fires in nature and in landfills, burning grasses"
4928,4.0,12,unknown
4929,6.0,16,cigarette butt
4930,6.0,17,unknown
4931,6.0,20,unknown
4932,3.0,17,others
4933,2.0,19,"setting fires in nature and in landfills, burning grasses"
4934,2.0,12,others
4935,3.0,16,"setting fires in nature and in landfills, burning grasses"
4936,3.0,13,cigarette butt
4937,3.0,11,unknown
4938,4.0,15,unknown
4939,2.0,16,unknown
4940,2.0,16,"setting fires in nature and in landfills, burning grasses"
4941,2.0,9,"setting fires in nature and in landfills, burning grasses"
4942,5.0,13,unknown
4943,6.0,12,"setting fires in nature and in landfills, burning grasses"
4944,4.0,14,unknown
4945,5.0,14,"setting fires in nature and in landfills, burning grasses"
4946,5.0,14,unknown
4947,6.0,14,"setting fires in nature and in landfills, burning grasses"
4948,6.0,16,unknown
4949,6.0,19,unknown
4950,6.0,19,arson
4951,6.0,12,unknown
4952,6.0,12,arson
4953,3.0,16,"setting fires in nature and in landfills, burning grasses"
4954,4.0,13,unknown
4955,4.0,8,unknown
4956,3.0,20,unknown
4957,4.0,16,unknown
4958,3.0,13,unknown
4959,5.0,14,unknown
4960,3.0,16,others
4961,5.0,13,"setting fires in nature and in landfills, burning grasses"
4962,2.0,12,unknown
4963,3.0,12,unknown
4964,3.0,9,unknown
4965,6.0,16,unknown
4966,2.0,13,unknown
4967,3.0,15,unknown
4968,6.0,14,match or lighter
4969,4.0,18,unknown
4970,3.0,11,"setting fires in nature and in landfills, burning grasses"
4971,5.0,23,unknown
4972,5.0,12,unknown
4973,4.0,8,unknown
4974,4.0,8,unknown
4975,3.0,16,"setting fires in nature and in landfills, burning grasses"
4976,6.0,15,unknown
4977,4.0,16,match or lighter
4978,5.0,6,unknown
4979,3.0,21,unknown
4980,4.0,12,unknown
4981,3.0,18,"setting fires in nature and in landfills, burning grasses"
4982,4.0,11,unknown
4983,3.0,18,"setting fires in nature and in landfills, burning grasses"
4984,4.0,10,unknown
4985,4.0,13,unknown
4986,4.0,17,unknown
4987,5.0,16,unknown
4988,5.0,16,unknown
4989,4.0,15,unknown
4990,5.0,15,unknown
4991,4.0,11,unknown
4992,5.0,16,unknown
4993,6.0,12,unknown
4994,3.0,10,unknown
4995,5.0,15,others
4996,5.0,12,unknown
4997,3.0,5,others
4998,4.0,13,unknown
4999,3.0,11,unknown
5000,3.0,10,unknown
5001,4.0,9,unknown
5002,2.0,17,"setting fires in nature and in landfills, burning grasses"
5003,2.0,10,unknown
5004,4.0,11,"setting fires in nature and in landfills, burning grasses"
5005,4.0,7,"setting fires in nature and in landfills, burning grasses"
5006,6.0,15,unknown
5007,4.0,6,"setting fires in nature and in landfills, burning grasses"
5008,4.0,15,unknown
5009,5.0,12,unknown
5010,4.0,10,unknown
5011,3.0,11,cigarette butt
5012,5.0,15,"setting fires in nature and in landfills, burning grasses"
5013,5.0,14,cigarette butt
5014,2.0,11,"setting fires in nature and in landfills, burning grasses"
5015,2.0,11,"setting fires in nature and in landfills, burning grasses"
5016,4.0,12,"setting fires in nature and in landfills, burning grasses"
5017,5.0,15,unknown
5018,5.0,14,unknown
5019,5.0,13,cigarette butt
5020,3.0,14,unknown
5021,4.0,17,others
5022,5.0,13,unknown
5023,2.0,10,others
5024,3.0,16,cigarette butt
5025,3.0,9,match or lighter
5026,4.0,15,"setting fires in nature and in landfills, burning grasses"
5027,4.0,12,"setting fires in nature and in landfills, burning grasses"
5028,5.0,15,"setting fires in nature and in landfills, burning grasses"
5029,4.0,14,cigarette butt
5030,2.0,9,cigarette butt
5031,2.0,16,cigarette butt
5032,6.0,17,cigarette butt
5033,2.0,10,cigarette butt
5034,3.0,11,"setting fires in nature and in landfills, burning grasses"
5035,5.0,9,cigarette butt
5036,2.0,15,match or lighter
5037,4.0,20,arson
5038,4.0,4,"setting fires in nature and in landfills, burning grasses"
